SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Vacant Land,807 Boulder Dr,San Jose,CA,95132,395000,,,San Jose,,18844,,2,,,Active,,,https://www.redfin.com/CA/San-Jose/807-Boulder-Dr-95132/home/160830763,MLSListings,ML81990501,N,Y,37.399564,-121.823115
MLS Listing,,Single Family Residential,6447 Firefly Dr,San Jose,CA,95120,1899888,4,2.0,San Jose,1657,6500,1972,21,1147,,Active,,,https://www.redfin.com/CA/San-Jose/6447-Firefly-Dr-95120/home/1155015,MLSListings,ML81987854,N,Y,37.2222808,-121.8796112
MLS Listing,,Townhouse,92 Ryland Park Way,San Jose,CA,95110,1128000,3,2.5,CENTRAL SAN JOSE,1512,1023,2001,22,746,332,Active,,,https://www.redfin.com/CA/San-Jose/92-Ryland-Park-Way-95110/home/1039505,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081094,N,Y,37.34132,-121.896757
MLS Listing,,Single Family Residential,3319 Mount Vista Dr,San Jose,CA,95127,1298000,4,2.0,SAN JOSE,1467,5000,1960,43,885,,Active,January-19-2025 01:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/3319-Mount-Vista-Dr-95127/home/1205748,MLSListings,ML81986800,N,Y,37.355217,-121.8082059
MLS Listing,,Multi-Family (2-4 Unit),173 Clayton Ave,San Jose,CA,95110,1749000,6,3.5,SAN JOSE,2525,4554,1910,126,693,,Active,,,https://www.redfin.com/CA/San-Jose/173-Clayton-Ave-95110/home/1763105,MLSListings,ML81980215,N,Y,37.3429876,-121.8996065
MLS Listing,,Condo/Co-op,333 Santana Row #239,San Jose,CA,95128,1299888,2,2.0,SAN JOSE,1400,,2002,1,928,650,Active,,,https://www.redfin.com/CA/San-Jose/333-Santana-Row-95128/unit-239/home/17293073,MLSListings,ML81990919,N,Y,37.3219255,-121.948418
MLS Listing,,Townhouse,1082 Almaden Village Ln,San Jose,CA,95120,1590000,3,2.5,SAN JOSE,1681,,1989,1,946,450,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/1082-Almaden-Village-Ln-95120/home/682822,MLSListings,ML81990912,N,Y,37.203016,-121.839091
MLS Listing,,Single Family Residential,1558 Cross Way,San Jose,CA,95125,899000,3,1.0,San Jose,1080,6325,1953,1,832,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/1558-Cross-Way-95125/home/1403172,MLSListings,ML81987775,N,Y,37.3067414,-121.8815765
MLS Listing,,Condo/Co-op,238 El Rancho Verde Dr,San Jose,CA,95116,550000,2,1.0,699 - Not Defined,881,1451,1977,1,624,378,Active,,,https://www.redfin.com/CA/San-Jose/238-El-Rancho-Verde-Dr-95116/home/571909,CRMLS,SW25012658,N,Y,37.3589569,-121.850844
MLS Listing,,Single Family Residential,406 N 18th St,San Jose,CA,95112,1900000,4,4.5,SAN JOSE,2592,5790,2025,1,733,,Active,,,https://www.redfin.com/CA/San-Jose/406-N-18th-St-95112/home/699618,MLSListings,ML81990885,N,Y,37.3511392,-121.8782969
MLS Listing,,Single Family Residential,6828 Lenwood Way,San Jose,CA,95120,1998000,5,2.5,SAN JOSE,2247,10800,1966,1,889,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/6828-Lenwood-Way-95120/home/1598723,MLSListings,ML81990574,N,Y,37.2123453,-121.8530525
MLS Listing,,Single Family Residential,74 N 26th St,San Jose,CA,95116,795000,2,1.0,SAN JOSE,651,5040,1949,1,1221,,Active,January-18-2025 02:00 PM,January-18-2025 04:30 PM,https://www.redfin.com/CA/San-Jose/74-N-26th-St-95116/home/871927,MLSListings,ML81990869,N,Y,37.3489573,-121.8666791
MLS Listing,,Single Family Residential,6379 Vegas Dr,San Jose,CA,95120,1785000,4,2.0,SAN JOSE,1661,6000,1963,1,1075,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/6379-Vegas-Dr-95120/home/1852763,MLSListings,ML81990867,N,Y,37.2244918,-121.8630273
MLS Listing,,Townhouse,1359 Highland Ct,Milpitas,CA,95035,798000,3,1.5,MILPITAS,1216,981,1971,1,656,500,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Milpitas/1359-Highland-Ct-95035/home/573085,MLSListings,ML81990853,N,Y,37.4186779,-121.8713598
MLS Listing,,Single Family Residential,1566 Larkspur Dr,San Jose,CA,95125,4035000,5,4.5,San Jose,3811,9517,2025,1,1059,,Active,,,https://www.redfin.com/CA/San-Jose/1566-Larkspur-Dr-95125/home/194156226,MLSListings,ML81990847,N,Y,37.2773001,-121.8985397
MLS Listing,,Condo/Co-op,2303 Warfield Way Unit B,San Jose,CA,95122,659999,2,1.0,SAN JOSE,885,,1979,1,746,392,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/2303-Warfield-Way-95122/unit-B/home/1478570,MLSListings,ML81990844,N,Y,37.3132239,-121.8421457
MLS Listing,,Mobile/Manufactured Home,485 MILL POND #285,San Jose,CA,95125,279000,2,2.0,SAN JOSE,1440,,1977,1,194,,Active,,,https://www.redfin.com/CA/San-Jose/485-Mill-Pond-Dr-95125/unit-285/home/194345326,MLSListings,ML81990832,N,Y,37.2939385,-121.870011
MLS Listing,,Single Family Residential,244 Water Chestnut Ct,San Jose,CA,95111,1198888,4,2.5,San Jose,1948,3954,2001,1,615,125,Active,January-19-2025 01:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/244-Water-Chestnut-Ct-95111/home/1020482,MLSListings,ML81990828,N,Y,37.2925843,-121.843073
MLS Listing,,Condo/Co-op,1149 Bird Ave #1,San Jose,CA,95125,869888,2,2.0,SAN JOSE,879,,1981,1,990,484,Active,,,https://www.redfin.com/CA/San-Jose/1149-Bird-Ave-95125/unit-1/home/1384577,MLSListings,ML81990823,N,Y,37.3096573,-121.8952821
MLS Listing,,Single Family Residential,267 S 12th St,San Jose,CA,95112,1499000,4,3.0,SAN JOSE,1760,6098,1903,1,852,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/267-S-12th-St-95112/home/1676195,MLSListings,ML81990818,N,Y,37.3373358,-121.8760735
MLS Listing,,Mobile/Manufactured Home,208 El Bosque Dr #208,San Jose,CA,95134,429000,2,3.0,SAN JOSE,1464,,2020,1,293,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/208-El-Bosque-Dr-95134/unit-208/home/192374895,MLSListings,ML81990802,N,Y,37.4138679,-121.9429882
MLS Listing,,Condo/Co-op,259 N Capitol Ave #102,San Jose,CA,95127,448888,1,1.0,SAN JOSE,777,,1977,1,578,486,Active,January-18-2025 12:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/San-Jose/259-N-Capitol-Ave-95127/unit-102/home/957957,MLSListings,ML81990788,N,Y,37.3685558,-121.8420984
