SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,222 Carroll St #1,Sunnyvale,CA,94086,888520,3,2.5,SUNNYVALE,1497,467,2024,3,594,397,Active,January-18-2025 12:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/222-Carroll-St-94086/unit-1/home/186464812,MLSListings,ML81990430,N,Y,37.3750158,-122.027831
MLS Listing,,Mobile/Manufactured Home,433 Sylvan Ave #112,Mountain View,CA,94041,335900,2,2.0,MOUNTAIN VIEW,1100,,2012,3,305,,Active,January-19-2025 11:00 AM,January-19-2025 01:00 PM,https://www.redfin.com/CA/Mountain-View/433-Sylvan-Ave-94041/unit-112/home/40334088,MLSListings,ML81990360,N,Y,37.3831853,-122.0594097
MLS Listing,,Townhouse,985 Asilomar Ter #1,Sunnyvale,CA,94086,1398000,3,3.5,SUNNYVALE,1586,,1991,3,881,660,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/985-Asilomar-Ter-94086/unit-1/home/631839,MLSListings,ML81990446,N,Y,37.3831473,-122.0431424
MLS Listing,,Townhouse,739 Santa Cecilia Ter,Sunnyvale,CA,94085,1899000,4,3.5,SUNNYVALE,2333,997,2021,4,814,536,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/739-Santa-Cecilia-Ter-94085/home/172732773,MLSListings,ML81989968,N,Y,37.3948035,-122.0272869
MLS Listing,,Mobile/Manufactured Home,1220 Vienna Dr #469,Sunnyvale,CA,94089,250000,2,2.0,SUNNYVALE,1477,,1975,4,169,,Active,,,https://www.redfin.com/CA/Sunnyvale/1220-Vienna-Dr-94089/unit-469/home/194226882,MLSListings,ML81990269,N,Y,37.4028706,-121.9991686
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #450,Sunnyvale,CA,94089,349000,3,2.0,SUNNYVALE,1740,,2008,4,201,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-450/home/23047721,MLSListings,ML81990253,N,Y,37.4011841,-122.0010254
MLS Listing,,Multi-Family (2-4 Unit),750 Calla Dr,Sunnyvale,CA,94086,2150000,8,4.0,SUNNYVALE,3328,8000,1964,4,646,,Active,,,https://www.redfin.com/CA/Sunnyvale/750-Calla-Dr-94086/home/1491153,MLSListings,ML81990250,N,Y,37.365306,-122.0166382
MLS Listing,,Townhouse,1372 Sydney Dr,Sunnyvale,CA,94087,1988000,4,2.5,SUNNYVALE,1871,1781,1974,4,1063,588,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1372-Sydney-Dr-94087/home/1035396,MLSListings,ML81990237,N,Y,37.3494751,-122.0344162
MLS Listing,,Single Family Residential,808 Gail Ave,Sunnyvale,CA,94086,2488000,4,2.5,SUNNYVALE,1972,10850,1953,4,1262,,Active,January-18-2025 01:00 PM,January-18-2025 03:00 PM,https://www.redfin.com/CA/Sunnyvale/808-Gail-Ave-94086/home/664133,MLSListings,ML81990192,N,Y,37.3603872,-122.0178726
MLS Listing,,Condo/Co-op,1147 Milan Ter #4,Sunnyvale,CA,94089,1932225,3,3.5,SUNNYVALE,1844,,2024,6,1048,496,Active,January-18-2025 10:00 AM,January-18-2025 05:00 PM,https://www.redfin.com/CA/Sunnyvale/1147-Milan-Ter-94089/unit-4/home/192638266,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082143,N,Y,37.408,-121.9936
MLS Listing,,Townhouse,542 Santa Maria Ter #5,Sunnyvale,CA,94085,2200000,4,3.5,SUNNYVALE,1960,1284,2018,6,1122,404,Active,,,https://www.redfin.com/CA/Sunnyvale/542-Santa-Maria-Ter-94085/unit-5/home/167209652,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081511,N,Y,37.386844,-122.0068582
MLS Listing,,Townhouse,1101 Artemisia Ter #6,Sunnyvale,CA,94086,1626221,2,2.5,Sunnyvale,1658,,2024,7,981,469,Active,January-18-2025 10:00 AM,January-18-2025 05:00 PM,https://www.redfin.com/CA/Sunnyvale/1101-Artemisia-TER-94086/unit-6/home/194178625,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082055,N,Y,37.370111,-122.001822
MLS Listing,,Townhouse,1107 Artemesia Ter #4,Sunnyvale,CA,94086,2070995,4,4.0,Sunnyvale,2219,,2024,7,933,469,Active,January-18-2025 10:00 AM,January-18-2025 05:00 PM,https://www.redfin.com/CA/Sunnyvale/1107-Artemesia-Ter-94086/unit-4/home/190751154,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082036,N,Y,37.370195,-122.0012656
MLS Listing,,Single Family Residential,1253 Manzano Way,Sunnyvale,CA,94089,1598000,3,2.0,SUNNYVALE,1108,5500,1955,7,1442,,Active,,,https://www.redfin.com/CA/Sunnyvale/1253-Manzano-Way-94089/home/582113,MLSListings,ML81989987,N,Y,37.3950325,-121.9872282
MLS Listing,,Single Family Residential,206 Velvetlake Dr,Sunnyvale,CA,94089,1498000,3,2.0,SUNNYVALE,1108,6050,1957,8,1352,,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/206-Velvetlake-Dr-94089/home/1374275,MLSListings,ML81989908,N,Y,37.3924606,-121.9983523
MLS Listing,,Single Family Residential,1114 Orchid Dr,Sunnyvale,CA,94086,2799999,4,3.0,SUNNYVALE,2114,5781,2025,8,1325,,Active,January-18-2025 01:30 PM,January-18-2025 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1114-Orchid-Dr-94086/home/689994,MLSListings,ML81989707,N,Y,37.3601061,-122.0001032
MLS Listing,,Condo/Co-op,1730 Halford Ave #253,Santa Clara,CA,95051,449000,1,1.0,SANTA CLARA,678,,1970,8,662,724,Active,,,https://www.redfin.com/CA/Santa-Clara/1730-Halford-Ave-95051/unit-253/home/1789592,MLSListings,ML81989848,N,Y,37.3550534,-122.0000774
MLS Listing,,Condo/Co-op,880 E Fremont Ave #628,Sunnyvale,CA,94087,579000,1,1.0,SUNNYVALE,733,,1987,8,790,456,Active,,,https://www.redfin.com/CA/Sunnyvale/880-E-Fremont-Ave-94087/unit-628/home/2125932,MLSListings,ML81989829,N,Y,37.35147,-122.0157594
MLS Listing,,Condo/Co-op,880 E Fremont Ave #304,Sunnyvale,CA,94087,625000,1,1.0,Sunnyvale,733,734,1987,9,853,458,Active,,,https://www.redfin.com/CA/Sunnyvale/880-E-Fremont-Ave-94087/unit-304/home/2123927,MLSListings,ML81989796,N,Y,37.35147,-122.0157594
MLS Listing,,Mobile/Manufactured Home,690 Persian #46,Sunnyvale,CA,94089,229500,3,2.0,SUNNYVALE,1680,,1977,9,137,,Active,January-18-2025 12:00 PM,January-18-2025 03:00 PM,https://www.redfin.com/CA/Sunnyvale/690-Persian-Dr-94089/unit-46/home/39969472,MLSListings,ML81989672,N,Y,37.4060106,-122.0079359
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #130,Sunnyvale,CA,94089,319900,3,2.0,SUNNYVALE,1440,,1991,9,222,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-130/home/1784213,MLSListings,ML81989727,N,Y,37.4021054,-121.9996218
MLS Listing,,Mobile/Manufactured Home,1220 Vienna Dr #498,Sunnyvale,CA,94089,299000,3,2.0,SUNNYVALE,1600,,2020,11,187,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1220-Vienna-Dr-94089/unit-498/home/194130913,MLSListings,ML81989529,N,Y,37.4028706,-121.9991686
MLS Listing,,Townhouse,1009 Jena Ter,Sunnyvale,CA,94089,1688000,4,3.5,SUNNYVALE,1725,1454,2007,11,979,338,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1009-Jena-Ter-94089/home/12178796,MLSListings,ML81989462,N,Y,37.3980009,-122.014904
MLS Listing,,Townhouse,201 Stone Pine Ter #2,Sunnyvale,CA,94086,1611050,2,2.5,Sunnyvale,1658,,2025,14,972,469,Active,January-18-2025 10:00 AM,January-18-2025 05:00 PM,https://www.redfin.com/CA/Sunnyvale/201-Stone-Pine-Ter-94086/unit-2/home/194108206,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081422,N,Y,37.3705187,-122.0022504
MLS Listing,,Condo/Co-op,308 Torrey Pine Ter #604,Sunnyvale,CA,94086,2406871,3,3.5,Sunnyvale,2734,,2025,14,880,629,Active,,,https://www.redfin.com/CA/Sunnyvale/308-Torrey-Pine-Ter-94086/unit-604/home/194108060,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081418,N,Y,37.3693126,-121.9991727
MLS Listing,,Mobile/Manufactured Home,1111 Morse Ave #209,Sunnyvale,CA,94089,350000,2,2.0,SUNNYVALE,1730,,1999,14,202,,Active,,,https://www.redfin.com/CA/Sunnyvale/1111-Morse-Ave-94089/unit-209/home/1248347,MLSListings,ML81989293,N,Y,37.4036965,-122.0175629
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #38,Sunnyvale,CA,94089,318000,3,2.0,Not Listed,1566,,,20,203,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-38/home/108378647,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081165,N,Y,37.4011841,-122.0010254
MLS Listing,,Condo/Co-op,853 W California Ave Unit B,Sunnyvale,CA,94086,750000,2,2.0,Sunnyvale,760,2002,1983,21,987,475,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/853-W-California-Ave-94086/unit-B/home/1459487,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41080930,N,Y,37.3837856,-122.0390405
MLS Listing,,Mobile/Manufactured Home,1111 Morse Ave #21,Sunnyvale,CA,94089,202888,2,2.0,SUNNYVALE,1488,,1975,23,136,,Active,January-19-2025 01:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1111-Morse-Ave-94089/unit-21/home/21675432,MLSListings,ML81987986,N,Y,37.4020179,-122.0162375
MLS Listing,,Mobile/Manufactured Home,1111 Morse Ave #200,Sunnyvale,CA,94089,221760,2,2.0,Not Listed,1440,,,26,154,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1111-Morse-Ave-94089/unit-200/home/63745684,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081022,N,Y,37.4036965,-122.0175629
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #726,Sunnyvale,CA,94089,314900,2,3.0,SUNNYVALE,1560,,2022,30,202,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-726/home/188424570,MLSListings,ML81988716,N,Y,37.4015533,-121.9990511
MLS Listing,,Single Family Residential,298 Alturas Ave,Sunnyvale,CA,94085,1648000,3,2.0,SUNNYVALE,1482,5100,1956,35,1112,,Active,January-18-2025 01:30 PM,January-18-2025 04:30 PM,https://www.redfin.com/CA/Sunnyvale/298-Alturas-Ave-94085/home/1542435,MLSListings,ML81988518,N,Y,37.3960897,-122.0205897
MLS Listing,,Multi-Family (5+ Unit),527 E Taylor Ave,Sunnyvale,CA,94085,2995000,9,8.0,SUNNYVALE,4308,12144,1957,36,695,,Active,,,https://www.redfin.com/CA/Sunnyvale/527-E-Taylor-Ave-94085/home/1562565,MLSListings,ML81988439,N,Y,37.3841423,-122.0200526
MLS Listing,,Townhouse,1303 Barbet Cir #4,Sunnyvale,CA,94087,1781000,3,3.0,SUNNYVALE,1931,,2024,42,922,314,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1303-Barbet-CIR-94087/unit-4/home/191839337,MLSListings,ML81988051,N,Y,37.3492097,-122.0326019
MLS Listing,,Condo/Co-op,308 Torrey Pine Ter #511,Sunnyvale,CA,94086,1482171,2,2.0,Sunnyvale,1471,,2024,43,1008,629,Active,,,https://www.redfin.com/CA/Sunnyvale/308-Torrey-Pine-Ter-94086/unit-511/home/193796908,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41080147,N,Y,37.3693126,-121.9991727
MLS Listing,,Vacant Land,210 W Ahwanee Ave,Sunnyvale,CA,94085,12000000,,,Sunnyvale,,31696,,44,,,Active,,,https://www.redfin.com/CA/Sunnyvale/210-W-Ahwanee-Ave-94085/home/56485101,San Francisco MLS,424082923,N,Y,37.3974458,-122.0246754
MLS Listing,,Multi-Family (5+ Unit),727 E Duane Ave,Sunnyvale,CA,94085,4888888,20,12.0,SUNNYVALE,9276,19800,1958,44,527,,Active,,,https://www.redfin.com/CA/Sunnyvale/727-E-Duane-Ave-94085/home/942153,MLSListings,ML81987860,N,Y,37.38846,-122.0112789
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #725,Sunnyvale,CA,94089,319900,2,3.0,SUNNYVALE,1560,,2022,45,205,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-725/home/188398480,MLSListings,ML81987748,N,Y,37.4015533,-121.9990511
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #731,Sunnyvale,CA,94089,359000,2,3.0,SUNNYVALE,1624,,2022,45,221,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-731/home/188410420,MLSListings,ML81987745,N,Y,37.4015533,-121.9990511
MLS Listing,,Multi-Family (5+ Unit),538 Columbia Ave,Sunnyvale,CA,94085,2099999,9,7.0,SUNNYVALE,4101,8646,1961,46,512,,Active,,,https://www.redfin.com/CA/Sunnyvale/538-Columbia-Ave-94085/home/1524586,MLSListings,ML81987702,N,Y,37.384476,-122.0194812
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #729,Sunnyvale,CA,94089,324995,2,3.0,SUNNYVALE,1560,,2022,46,208,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-729/home/188403750,MLSListings,ML81987692,N,Y,37.4015533,-121.9990511
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #730,Sunnyvale,CA,94089,334900,2,3.0,SUNNYVALE,1580,,2022,46,212,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-730/home/188418660,MLSListings,ML81987664,N,Y,37.4015533,-121.9990511
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #727,Sunnyvale,CA,94089,324900,2,3.0,SUNNYVALE,1560,,2022,46,208,,Active,,,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-727/home/188398359,MLSListings,ML81987658,N,Y,37.4015533,-121.9990511
MLS Listing,,Condo/Co-op,1303 Barbet Cir #1,Sunnyvale,CA,94087,1872500,4,3.0,SUNNYVALE,2037,,2023,56,919,313,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1303-Barbet-Cir-94087/unit-1/home/193681061,MLSListings,ML81987322,N,Y,37.351231,-122.030059
MLS Listing,,Condo/Co-op,1001 E Evelyn Ter #148,Sunnyvale,CA,94086,650000,2,1.0,SUNNYVALE,822,,1977,59,791,665,Active,January-19-2025 12:30 PM,January-19-2025 03:30 PM,https://www.redfin.com/CA/Sunnyvale/1001-E-Evelyn-Ter-94086/unit-148/home/993452,MLSListings,ML81987044,N,Y,37.37039,-122.00616
MLS Listing,,Condo/Co-op,1730 Halford Ave #353,Santa Clara,CA,95051,449000,1,1.0,SANTA CLARA,678,,1970,64,662,724,Active,,,https://www.redfin.com/CA/Santa-Clara/1730-Halford-Ave-95051/unit-353/home/565143,MLSListings,ML81986673,N,Y,37.3550534,-122.0000774
MLS Listing,,Multi-Family (2-4 Unit),1241 Coronado Dr,Sunnyvale,CA,94086,2528000,9,4.0,Sunnyvale,3763,7526,1963,67,672,,Active,,,https://www.redfin.com/CA/Sunnyvale/1241-Coronado-Dr-94086/home/672913,MLSListings,ML81986296,N,Y,37.3829101,-122.0550464
MLS Listing,,Multi-Family (2-4 Unit),1237 Coronado Dr,Sunnyvale,CA,94086,2528000,9,4.0,Sunnyvale,3763,7526,1963,68,672,,Active,,,https://www.redfin.com/CA/Sunnyvale/1237-Coronado-Dr-94086/home/1164321,MLSListings,ML81986274,N,Y,37.3828392,-122.0548466
MLS Listing,,Mobile/Manufactured Home,1225 Vienna Dr #241,Sunnyvale,CA,94089,349000,3,2.0,SUNNYVALE,1830,,2020,70,191,,Active,January-19-2025 12:00 PM,January-19-2025 03:00 PM,https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-241/home/21855097,MLSListings,ML81986029,N,Y,37.4011841,-122.0010254
MLS Listing,,Condo/Co-op,880 E Fremont #701,Sunnyvale,CA,94087,645000,1,1.0,PANAMA PARK,712,,1987,77,906,453,Active,,,https://www.redfin.com/CA/Sunnyvale/880-E-Fremont-Ave-94087/unit-701/home/2125442,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41078052,N,Y,37.35147,-122.0157594
MLS Listing,,Vacant Land,640 Lakehaven Dr,Sunnyvale,CA,94089,5800000,,,SUNNYVALE,,43560,,78,,,Active,,,https://www.redfin.com/CA/Sunnyvale/640-Lakehaven-Dr-94089/home/1090227,MLSListings,ML81985456,N,Y,37.3954996,-122.0086543
MLS Listing,,Condo/Co-op,436 Costa Mesa Ter Unit C,Sunnyvale,CA,94085,854950,2,1.0,SUNNYVALE,880,901,1985,84,972,508,Active,January-18-2025 01:30 PM,January-18-2025 04:30 PM,https://www.redfin.com/CA/Sunnyvale/436-Costa-Mesa-Ter-94085/unit-C/home/1561919,MLSListings,ML81984939,N,Y,37.3918019,-122.0439624
MLS Listing,,Mobile/Manufactured Home,1050 Borregas Ave #168,Sunnyvale,CA,94089,299000,2,2.0,SUNNYVALE,1728,,1976,86,173,,Active,,,https://www.redfin.com/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-168/home/63743750,MLSListings,ML81982950,N,Y,37.400817,-122.020199
MLS Listing,,Single Family Residential,1150 White Pine Ter,Sunnyvale,CA,94086,2795000,4,3.0,SUNNYVALE,2376,5858,1990,92,1176,150,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Sunnyvale/1150-White-Pine-Ter-94086/home/743610,MLSListings,ML81984107,N,Y,37.3649557,-121.9963836
MLS Listing,,Mobile/Manufactured Home,1201 Sycamore Ter #122,Sunnyvale,CA,94086,199999,2,1.0,SUNNYVALE,840,,1997,95,238,,Active,,,https://www.redfin.com/CA/Sunnyvale/1201-Sycamore-Ter-94086/unit-122/home/1532235,MLSListings,ML81983689,N,Y,37.3544257,-122.0028422
MLS Listing,,Multi-Family (2-4 Unit),1127 Ayala Dr,Sunnyvale,CA,94086,2150000,8,4.0,Sunnyvale,3072,7696,1964,98,700,,Active,,,https://www.redfin.com/CA/Sunnyvale/1127-Ayala-Dr-94086/home/1209836,CRMLS,OC24209501,N,Y,37.3835414,-122.0492304
MLS Listing,,Multi-Family (5+ Unit),530 Columbia Ave,Sunnyvale,CA,94085,2200000,9,7.0,SUNNYVALE,4101,8646,1961,100,536,,Active,,,https://www.redfin.com/CA/Sunnyvale/530-Columbia-Ave-94085/home/880330,MLSListings,ML81983241,N,Y,37.3845105,-122.0196553
MLS Listing,,Mobile/Manufactured Home,1050 Borregas Ave #36,Sunnyvale,CA,94089,379000,3,2.0,SUNNYVALE,1715,,2013,104,221,,Active,,,https://www.redfin.com/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-36/home/148377225,MLSListings,ML81982825,N,Y,37.400817,-122.020199
MLS Listing,,Mobile/Manufactured Home,1201 Sycamore Ter #19,Sunnyvale,CA,94086,284900,2,2.0,SUNNYVALE,920,,2017,106,310,,Active,,,https://www.redfin.com/CA/Sunnyvale/1201-Sycamore-Ter-94086/unit-19/home/667523,MLSListings,ML81982625,N,Y,37.3544257,-122.0028422
