SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Condo/Co-op,35530 Monterra Ter #302,Union City,CA,94587,638888,2,2.0,MONTE VISTA,1007,8310,2001,3,634,560,Active,,,https://www.redfin.com/CA/Union-City/35530-Monterra-Ter-94587/unit-302/home/1222844,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082856,N,Y,37.5853456,-122.0116563
MLS Listing,,Condo/Co-op,271 Famoso Plz,Union City,CA,94587,730000,3,2.0,MISSION VILLAGE,1135,68035,1985,81,643,416,Active,,,https://www.redfin.com/CA/Union-City/271-Famoso-Plz-94587/home/1995638,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41077880,N,Y,37.594382,-122.0042
MLS Listing,,Single Family Residential,4577 Niland St,Union City,CA,94587,2488950,5,4.0,UNION CITY,3160,5000,2006,1,788,,Active,,,https://www.redfin.com/CA/Union-City/4577-Niland-St-94587/home/12115780,MLSListings,ML81989552,N,Y,37.5754432,-122.0653754
MLS Listing,,Single Family Residential,370 Appian Way,Union City,CA,94587,2429000,6,6.0,7 HILLS,3650,8378,1977,1,665,,Active,,,https://www.redfin.com/CA/Union-City/370-Appian-Way-94587/home/846429,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082976,N,Y,37.5972989,-122.0038244
MLS Listing,,Single Family Residential,115 Edna Ct,Union City,CA,94587,949950,3,2.0,TAMARACK GARDENS,1248,6392,1960,1,761,,Active,January-25-2025 01:30 PM,January-25-2025 04:00 PM,https://www.redfin.com/CA/Union-City/115-Edna-Ct-94587/home/1450880,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082974,N,Y,37.6068624,-122.0311546
MLS Listing,,Condo/Co-op,4984 Bridgepointe Pl,Union City,CA,94587,489900,1,1.0,UNION CITY,672,,1984,3,729,352,Active,,,https://www.redfin.com/CA/Union-City/4984-Bridgepointe-Pl-94587/home/194347085,MLSListings,ML81990433,N,Y,37.5668652,-122.0697271
MLS Listing,,Condo/Co-op,4926 Lowry Rd,Union City,CA,94587,625000,2,1.5,UNION CITY,888,,1985,3,704,403,Active,January-25-2025 01:00 PM,January-25-2025 03:00 PM,https://www.redfin.com/CA/Union-City/4926-Lowry-Rd-94587/home/1140376,MLSListings,ML81990834,N,Y,37.5674107,-122.0690564
MLS Listing,,Single Family Residential,1808 Mirabella,Union City,CA,94587,1530000,3,2.5,CA ROSECREST,1851,4857,1999,3,827,,Active,,,https://www.redfin.com/CA/Union-City/1808-Mirabella-Dr-94587/home/1558184,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082460,N,Y,37.6010183,-122.0476764
MLS Listing,,Single Family Residential,266 Appian Way,Union City,CA,94587,1200000,5,2.0,SEVEN HILLS,1584,7575,1963,4,758,,Active,,,https://www.redfin.com/CA/Union-City/266-Appian-Way-94587/home/846121,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082732,N,Y,37.5949198,-122.0034751
MLS Listing,,Townhouse,35496 Monterra Cir,Union City,CA,94587,699000,2,2.0,ALAMEDA,1015,1015,2001,5,689,466,Active,January-25-2025 01:00 PM,January-25-2025 04:00 PM,https://www.redfin.com/CA/Union-City/35496-Monterra-Cir-94587/home/1956816,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082485,N,Y,37.5852862,-122.0121852
MLS Listing,,Single Family Residential,32728 Shaver Lake St,Fremont,CA,94555,1938000,4,2.5,FREMONT,1889,5415,1977,5,1026,,Active,January-20-2025 11:00 AM,January-20-2025 01:00 PM,https://www.redfin.com/CA/Fremont/32728-Shaver-Lake-St-94555/home/1132749,MLSListings,ML81990541,N,Y,37.5890735,-122.0559664
MLS Listing,,Townhouse,4647 Granada Way,Union City,CA,94587,799000,3,1.0,Union City,1155,1520,1972,6,692,288,Active,,,https://www.redfin.com/CA/Union-City/4647-Granada-Way-94587/home/902440,MLSListings,ML81990373,N,Y,37.5867133,-122.0803713
MLS Listing,,Townhouse,4404 Corto Monterey,Union City,CA,94587,649000,2,1.5,UNION CITY,1054,1422,1972,6,616,308,Active,,,https://www.redfin.com/CA/Union-City/4404-Corto-Monterey-94587/home/1036594,MLSListings,ML81990341,N,Y,37.5909336,-122.0804933
MLS Listing,,Single Family Residential,30971 Watkins St,Union City,CA,94587,1398000,5,4.0,Union City,1802,5400,1924,10,776,,Active,,,https://www.redfin.com/CA/Union-City/30971-Watkins-St-94587/home/1827983,MLSListings,ML81990041,N,Y,37.5969203,-122.0791583
MLS Listing,,Single Family Residential,2562 Cherrywood Dr,Union City,CA,94587,1575000,3,2.0,CREEKSIDE,1813,6700,1970,10,869,,Active,,,https://www.redfin.com/CA/Union-City/2562-Cherrywood-Dr-94587/home/1752640,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082043,N,Y,37.5830596,-122.0239575
MLS Listing,,Single Family Residential,4334 Bolina Dr,Union City,CA,94587,1999888,4,3.0,PONDEROSA LANDNG,2415,4500,1994,11,828,8,Active,,,https://www.redfin.com/CA/Union-City/4334-Bolina-Dr-94587/home/956024,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081886,N,Y,37.592895,-122.0839886
MLS Listing,,Single Family Residential,33712 14th St,Union City,CA,94587,999888,3,1.5,ALAMEDA COUNTY,814,4978,1914,11,1228,,Active,,,https://www.redfin.com/CA/Union-City/33712-14th-St-94587/home/1262887,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081387,N,Y,37.5958504,-122.0253223
MLS Listing,,Townhouse,4608 Granada Way,Union City,CA,94587,799000,3,1.5,EL DORADO PARK,1298,1600,1972,12,616,308,Active,,,https://www.redfin.com/CA/Union-City/4608-Granada-Way-94587/home/1037353,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081336,N,Y,37.5872214,-122.0792219
MLS Listing,,Single Family Residential,1902 Baylor St,Union City,CA,94587,1488888,5,3.0,ALVARADO NILES,1841,6300,1960,13,809,,Active,January-20-2025 12:00 PM,January-20-2025 03:00 PM,https://www.redfin.com/CA/Union-City/1902-Baylor-St-94587/home/1838244,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081741,N,Y,37.5920584,-122.0280262
MLS Listing,,Mobile/Manufactured Home,2542 Barclay Ave #122,Union City,CA,94587,379900,3,2.0,CENTRAL PARK WEST,1456,,,34,261,,Active,,,https://www.redfin.com/CA/Union-City/2542-Barclay-Ave-94587/unit-122/home/193961952,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41080798,N,Y,37.6032475,-122.0611728
