SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,1174 Solana Dr,Mountain View,CA,94040,2300000,3,1.5,MOUNTAIN VIEW,1292,6800,1952,3,1780,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Mountain-View/1174-Solana-Dr-94040/home/826812,MLSListings,ML81990444,N,Y,37.3896775,-122.103814
MLS Listing,,Mobile/Manufactured Home,433 Sylvan Ave #112,Mountain View,CA,94041,335900,2,2.0,MOUNTAIN VIEW,1100,,2012,3,305,,Active,January-19-2025 11:00 AM,January-19-2025 01:00 PM,https://www.redfin.com/CA/Mountain-View/433-Sylvan-Ave-94041/unit-112/home/40334088,MLSListings,ML81990360,N,Y,37.3831853,-122.0594097
MLS Listing,,Single Family Residential,2525 Mardell Way,Mountain View,CA,94043,2380000,3,2.0,MOUNTAIN VIEW,1589,5376,1958,4,1498,,Active,January-18-2025 01:30 PM,January-18-2025 04:30 PM,https://www.redfin.com/CA/Mountain-View/2525-Mardell-Way-94043/home/1227424,MLSListings,ML81990265,N,Y,37.4121354,-122.104004
MLS Listing,,Condo/Co-op,99 E Middlefield Rd #24,Mountain View,CA,94043,850000,2,2.0,Mountain View,1083,,1969,5,785,619,Active,,,https://www.redfin.com/CA/Mountain-View/99-E-Middlefield-Rd-94043/unit-24/home/1785322,MLSListings,ML81990157,N,Y,37.3974645,-122.0642607
MLS Listing,,Condo/Co-op,928 Wright Ave #1005,Mountain View,CA,94043,1250000,2,2.0,MOUNTAIN VIEW,1183,,1980,7,1057,635,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Mountain-View/928-Wright-Ave-94043/unit-1005/home/615597,MLSListings,ML81990069,N,Y,37.3991525,-122.0783075
MLS Listing,,Condo/Co-op,505 Cypress Point Dr #137,Mountain View,CA,94043,675000,1,1.0,MOUNTAIN VIEW,662,,1971,7,1020,644,Active,,,https://www.redfin.com/CA/Mountain-View/505-Cypress-Point-Dr-94043/unit-137/home/1666947,MLSListings,ML81990066,N,Y,37.3980848,-122.0726959
MLS Listing,,Condo/Co-op,4388 El Camino Real #338,Los Altos,CA,94022,815000,1,1.0,Los Altos,787,763,2009,8,1036,738,Active,January-18-2025 01:30 PM,January-18-2025 04:30 PM,https://www.redfin.com/CA/Los-Altos/4388-El-Camino-Real-94022/unit-338/home/23047451,MLSListings,ML81989855,N,Y,37.4035825,-122.1183808
MLS Listing,,Condo/Co-op,321 Easy St #8,Mountain View,CA,94043,989000,2,2.0,MOUNTAIN VIEW,962,,1979,11,1028,491,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Mountain-View/321-Easy-St-94043/unit-8/home/1854778,MLSListings,ML81989058,N,Y,37.400452,-122.0656064
MLS Listing,,Single Family Residential,1060 Karen Way,Mountain View,CA,94040,4830000,4,3.5,MOUNTAIN VIEW,2959,7151,2024,42,1632,,Active,,,https://www.redfin.com/CA/Mountain-View/1060-Karen-Way-94040/home/1628043,MLSListings,ML81988013,N,Y,37.392139,-122.1030788
MLS Listing,,Single Family Residential,449 Farrel Ct,Mountain View,CA,94043,1820000,3,2.5,Mountain View,1375,2342,1998,43,1324,189,Active,January-18-2025 01:30 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Mountain-View/449-Farrel-Ct-94043/home/643399,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41079798,N,Y,37.388258,-122.0583316
MLS Listing,,Townhouse,853 A Sierra Vista Ave,Mountain View,CA,94043,2158000,4,3.5,MOUNTAIN VIEW,1850,,2024,58,1166,295,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Mountain-View/853a-Sierra-Vista-Ave-94043/home/113809445,MLSListings,ML81987091,N,Y,37.416281,-122.0894284
MLS Listing,,Multi-Family (2-4 Unit),1241 Coronado Dr,Sunnyvale,CA,94086,2528000,9,4.0,Sunnyvale,3763,7526,1963,67,672,,Active,,,https://www.redfin.com/CA/Sunnyvale/1241-Coronado-Dr-94086/home/672913,MLSListings,ML81986296,N,Y,37.3829101,-122.0550464
MLS Listing,,Multi-Family (2-4 Unit),1237 Coronado Dr,Sunnyvale,CA,94086,2528000,9,4.0,Sunnyvale,3763,7526,1963,68,672,,Active,,,https://www.redfin.com/CA/Sunnyvale/1237-Coronado-Dr-94086/home/1164321,MLSListings,ML81986274,N,Y,37.3828392,-122.0548466
MLS Listing,,Single Family Residential,350 Velarde St,Mountain View,CA,94041,3058000,2,2.0,MOUNTAIN VIEW,1408,5800,1938,70,2172,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Mountain-View/350-Velarde-St-94041/home/868491,MLSListings,ML81986074,N,Y,37.3892211,-122.0753957
MLS Listing,,Condo/Co-op,436 Costa Mesa Ter Unit C,Sunnyvale,CA,94085,854950,2,1.0,SUNNYVALE,880,901,1985,84,972,508,Active,January-18-2025 01:30 PM,January-18-2025 04:30 PM,https://www.redfin.com/CA/Sunnyvale/436-Costa-Mesa-Ter-94085/unit-C/home/1561919,MLSListings,ML81984939,N,Y,37.3918019,-122.0439624
MLS Listing,,Multi-Family (2-4 Unit),465 Chiquita Ave,Mountain View,CA,94041,3198000,9,6.0,MOUNTAIN VIEW,4846,10381,1964,88,660,,Active,,,https://www.redfin.com/CA/Mountain-View/465-Chiquita-Ave-94041/home/1082989,MLSListings,ML81984409,N,Y,37.3946383,-122.0909148
MLS Listing,,Condo/Co-op,505 Cypress Point Dr #209,Mountain View,CA,94043,875000,2,2.0,MOUNTAIN VIEW,1105,,1971,99,792,686,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/Mountain-View/505-Cypress-Point-Dr-94043/unit-209/home/622436,MLSListings,ML81983280,N,Y,37.3980848,-122.0726959
MLS Listing,,Mobile/Manufactured Home,433 Sylvan Ave #84,Mountain View,CA,94041,349900,2,2.0,MOUNTAIN VIEW,1456,,1992,109,240,,Active,,,https://www.redfin.com/CA/Mountain-View/433-Sylvan-Ave-94041/unit-84/home/1528882,MLSListings,ML81982125,N,Y,37.383185,-122.05941
MLS Listing,,Townhouse,181 Centre St #28,Mountain View,CA,94041,1315000,2,2.0,Mountain View,1268,2240,1981,122,1037,576,Active,,,https://www.redfin.com/CA/Mountain-View/181-Centre-St-94041/unit-28/home/617117,CRMLS,OC24193559,N,Y,37.3830896,-122.0756996
MLS Listing,,Mobile/Manufactured Home,1075 Space Park Way #66,Mountain View,CA,94043,290000,2,1.0,MOUNTAIN VIEW,860,,1970,135,337,,Active,,,https://www.redfin.com/CA/Mountain-View/1075-Park-Way-94043/unit-66/home/171912627,MLSListings,ML81979075,N,Y,37.4154346,-122.0728351
MLS Listing,,Multi-Family (2-4 Unit),1356 W Dana St,Mountain View,CA,94041,2100000,4,3.0,Mountain View,1604,4792,1922,172,1309,,Active,,,https://www.redfin.com/CA/Mountain-View/1356-W-Dana-St-94041/home/968082,MLSListings,ML81974793,N,Y,37.3952318,-122.085841
MLS Listing,,Condo/Co-op,264 N Whisman Rd #26,Mountain View,CA,94043,739000,2,1.0,MOUNTAIN VIEW,1087,,1978,175,680,750,Active,,,https://www.redfin.com/CA/Mountain-View/264-N-Whisman-Rd-94043/unit-26/home/968338,MLSListings,ML81974596,N,Y,37.3961449,-122.060323
MLS Listing,,Other,4898 El Camino Real,Los Altos,CA,94022,8999999,,,LOS ALTOS,,18731,,194,,,Active,,,https://www.redfin.com/CA/Los-Altos/4898-El-Camino-Real-94022/home/191517312,MLSListings,ML81972162,N,Y,37.3981094,-122.1082861
MLS Listing,,Mobile/Manufactured Home,440 Moffet #86,Mountain View,CA,94043,299900,2,2.0,MOUNTAIN VIEW,720,,2022,465,417,,Active,,,https://www.redfin.com/CA/Mountain-View/440-Moffett-Blvd-94043/unit-86/home/187941125,MLSListings,ML81944610,N,Y,37.4005583,-122.0742431
New Construction Plan,,Townhouse,Plan 4 Plan,Mountain View,CA,94040,2018990,4,3.5,Mountain View,1724,,,61,1171,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-4/home/193552103,Zillow,08E66B24043F,N,Y,37.3972568,-122.1014291
New Construction Plan,,Townhouse,Plan 6 Plan,Mountain View,CA,94040,1522990,2,2.5,Mountain View,1125,,,61,1354,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-6/home/193552092,Zillow,8660AC8FCA1C,N,Y,37.3972568,-122.1014291
New Construction Plan,,Townhouse,Plan 3BZ Plan,Mountain View,CA,94040,1764990,3,2.5,Mountain View,1533,,,61,1151,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-3BZ/home/193552099,Zillow,5A7A59169CF1,N,Y,37.3972568,-122.1014291
New Construction Plan,,Townhouse,Plan 5B Plan,Mountain View,CA,94040,2042990,4,3.5,Mountain View,1711,,,113,1194,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-5B/home/192783820,Zillow,150237B9C2D9,N,Y,37.3972456,-122.1014033
New Construction Plan,,Townhouse,Plan 4D Plan,Mountain View,CA,94040,2039990,4,3.5,Mountain View,1749,,,113,1166,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-4D/home/192783792,Zillow,1E0C9F3BF930,N,Y,37.3972456,-122.1014033
New Construction Plan,,Townhouse,Plan 2 Plan,Mountain View,CA,94040,2264990,4,3.5,Mountain View,1980,,,113,1144,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-2/home/192783783,Zillow,786A76FF2150,N,Y,37.3972456,-122.1014033
New Construction Plan,,Townhouse,Plan 4CX Plan,Mountain View,CA,94040,2039990,4,3.5,Mountain View,1724,,,113,1183,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-4CX/home/192783741,Zillow,A3BA83AB6CD9,N,Y,37.3972456,-122.1014033
New Construction Plan,,Townhouse,Plan 4BX Plan,Mountain View,CA,94040,2039990,4,3.5,Mountain View,1697,,,113,1202,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-4BX/home/192783686,Zillow,D17536CECE33,N,Y,37.3972456,-122.1014033
New Construction Plan,,Townhouse,Plan 4B Plan,Mountain View,CA,94040,2037990,4,3.5,Mountain View,1697,,,113,1201,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-4B/home/192783613,Zillow,C181144ECA18,N,Y,37.3972456,-122.1014033
New Construction Plan,,Townhouse,Plan 3 Plan,Mountain View,CA,94040,1755990,3,2.5,Mountain View,1502,,,117,1169,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-3/home/192198587,Zillow,697BD8A6534F,N,Y,37.397246,-122.1014029
New Construction Plan,,Townhouse,Plan 4C Plan,Mountain View,CA,94040,2041990,4,3.5,Mountain View,1724,,,143,1184,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-4C/home/192254558,Zillow,831118141832,N,Y,37.397246,-122.1014029
New Construction Plan,,Townhouse,Plan 3B Plan,Mountain View,CA,94040,1753990,3,2.5,Mountain View,1532,,,147,1145,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-3B/home/192198590,Zillow,A3FAE3BC5368,N,Y,37.397246,-122.1014029
New Construction Plan,,Townhouse,Plan 7 Plan,Mountain View,CA,94040,1490990,2,2.5,Mountain View,1146,,,147,1301,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-7/home/192198588,Zillow,5573A38CBC8B,N,Y,37.397246,-122.1014029
New Construction Plan,,Townhouse,Plan 3BX Plan,Mountain View,CA,94040,1753990,3,2.5,Mountain View,1528,,,147,1148,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-3BX/home/192198586,Zillow,AEE4CEBFCB2F,N,Y,37.397246,-122.1014029
New Construction Plan,,Townhouse,Plan 7B Plan,Mountain View,CA,94040,1490990,2,2.5,Mountain View,1153,,,147,1293,,Active,,,https://www.redfin.com/CA/Mountain-View/Mountain-View/Plan-7B/home/192198584,Zillow,750E55BE3889,N,Y,37.397246,-122.1014029
