SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Townhouse,1669 Kentfield Ave,Redwood City,CA,94061,1288000,3,2.5,REDWOOD CITY,1530,1416,1975,7,842,405,Active,January-18-2025 02:30 PM,January-18-2025 05:00 PM,https://www.redfin.com/CA/Redwood-City/1669-Kentfield-Ave-94061/home/1936403,MLSListings,ML81990058,N,Y,37.4639724,-122.2264163
MLS Listing,,Single Family Residential,3773 Jefferson Ave,Redwood City,CA,94062,2850000,5,5.0,REDWOOD CITY,3371,22166,1962,79,845,,Active,January-18-2025 12:00 PM,January-18-2025 03:00 PM,https://www.redfin.com/CA/Redwood-City/3773-Jefferson-Ave-94062/home/2009314,MLSListings,ML81984828,N,Y,37.4616642,-122.2548588
MLS Listing,,Vacant Land,0 Sylvan Way,Redwood City,CA,94062,399000,,,REDWOOD CITY,,14672,,261,,,Active,,,https://www.redfin.com/CA/Redwood-City/Sylvan-Way-94062/home/22477326,MLSListings,ML81963346,N,Y,37.466301,-122.270711
MLS Listing,,Single Family Residential,1104 Eden Bower Ln,Redwood City,CA,94061,2448000,3,2.5,REDWOOD CITY,2000,9775,1963,1,1224,,Active,January-18-2025 01:30 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/1104-Eden-Bower-Ln-94061/home/2041314,MLSListings,ML81990830,N,Y,37.4505855,-122.2553569
MLS Listing,,Townhouse,825 Lakeshore Dr,Redwood City,CA,94065,1699999,3,2.0,REDWOOD CITY,2056,452708,1989,1,827,680,Active,January-18-2025 12:00 PM,January-18-2025 04:30 PM,https://www.redfin.com/CA/Redwood-City/825-Lakeshore-Dr-94065/home/193019102,MLSListings,ML81983349,N,Y,37.5361004,-122.2444198
MLS Listing,,Townhouse,8 Buccaneer Ln,Redwood Shores,CA,94065,1595000,3,2.5,Redwood Shores,1400,739720,1995,1,1139,447,Active,January-18-2025 01:30 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/8-Buccaneer-Ln-94065/home/1770884,MLSListings,ML81990793,N,Y,37.5425646,-122.2376108
MLS Listing,,Single Family Residential,1450 Edgewood Rd,Redwood City,CA,94062,4899950,6,5.0,REDWOOD CITY,3747,12415,2024,1,1308,,Active,January-18-2025 12:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/1450-Edgewood-Rd-94062/home/193045335,MLSListings,ML81990787,N,Y,37.4792233,-122.260539
MLS Listing,,Condo/Co-op,245 Shorebird Cir,Redwood City,CA,94065,999000,3,2.0,REDWOOD CITY,1159,,1986,1,862,643,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/245-Shorebird-Cir-94065/home/2047143,MLSListings,ML81990773,N,Y,37.5320152,-122.2536677
MLS Listing,,Vacant Land,0 Swett Rd,Woodside,CA,94062,299000,,,WOODSIDE,,46000,,1,,,Active,,,https://www.redfin.com/CA/Redwood-City/Swett-Rd-94062/home/1784906,MLSListings,ML81990722,N,Y,37.417802,-122.322489
MLS Listing,,Single Family Residential,125 Nimitz Ave,Redwood City,CA,94061,1598000,2,2.0,REDWOOD CITY,1391,5150,1948,1,1149,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/125-Nimitz-Ave-94061/home/1184243,MLSListings,ML81990664,N,Y,37.4590649,-122.2251262
MLS Listing,,Single Family Residential,313 Beacon Shores Dr,Redwood City,CA,94065,1498000,2,2.5,REDWOOD CITY,1270,2624,1986,1,1180,275,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/313-Beacon-Shores-Dr-94065/home/1687362,MLSListings,ML81990637,N,Y,37.535474,-122.250064
MLS Listing,,Condo/Co-op,50 Horgan Ave #58,Redwood City,CA,94061,1199000,3,2.0,REDWOOD CITY,1550,,1979,1,774,765,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/50-Horgan-Ave-94061/unit-58/home/985923,MLSListings,ML81990595,N,Y,37.4627856,-122.2232404
MLS Listing,,Single Family Residential,77B Claremont Ave,Redwood City,CA,94062,3688000,6,5.5,Redwood City,4200,13900,2000,2,878,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/77B-Claremont-Ave-94062/home/192943549,MLSListings,ML81990218,N,Y,37.4896025,-122.2420701
MLS Listing,,Condo/Co-op,1458 Hudson St #310,Redwood City,CA,94061,590000,1,1.0,REDWOOD CITY,710,,1970,2,831,633,Active,January-18-2025 02:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/1458-Hudson-St-94061/unit-310/home/986302,MLSListings,ML81990519,N,Y,37.4696896,-122.2274924
MLS Listing,,Single Family Residential,250 Nice Ct,Redwood Shores,CA,94065,2688800,5,3.0,Redwood Shores,2130,6153,1997,2,1262,240,Active,January-18-2025 01:30 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/250-Nice-Ct-94065/home/1436934,MLSListings,ML81990219,N,Y,37.5408921,-122.2453434
MLS Listing,,Single Family Residential,271 Madrone St,Redwood City,CA,94061,1395000,4,2.0,REDWOOD CITY,1310,6120,1943,2,1065,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/271-Madrone-St-94061/home/813860,MLSListings,ML81990458,N,Y,37.4729692,-122.2200286
MLS Listing,,Single Family Residential,490 Las Pulgas Dr,Woodside,CA,94062,13850000,4,7.0,WOODSIDE,10504,231739,2014,3,1319,,Active,,,https://www.redfin.com/CA/Woodside/490-Las-Pulgas-Dr-94062/home/28919447,MLSListings,ML81990436,N,Y,37.450498,-122.252053
MLS Listing,,Single Family Residential,998 Governors Bay Dr,Redwood Shores,CA,94065,3398000,5,3.0,Redwood Shores,3040,5029,1994,3,1118,240,Active,January-19-2025 01:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/998-Governors-Bay-Dr-94065/home/2002851,MLSListings,ML81990417,N,Y,37.540859,-122.2344297
MLS Listing,,Single Family Residential,215 Belmont Ave,Redwood City,CA,94061,3240000,4,3.5,REDWOOD CITY,2852,5109,2024,3,1136,,Active,,,https://www.redfin.com/CA/Redwood-City/215-Belmont-Ave-94061/home/1016308,MLSListings,ML81990395,N,Y,37.4552456,-122.226674
MLS Listing,,Single Family Residential,827 Chestnut St,Redwood City,CA,94063,1050000,2,1.0,REDWOOD CITY,1160,5000,1946,4,905,,Active,January-19-2025 02:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/827-Chestnut-St-94063/home/1341408,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082288,N,Y,37.4853941,-122.2197227
MLS Listing,,Single Family Residential,471 Buena Vista Ave,Redwood City,CA,94061,3495000,4,3.5,REDWOOD CITY,2950,8610,1990,5,1185,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/471-Buena-Vista-Ave-94061/home/1542410,MLSListings,ML81990165,N,Y,37.4536076,-122.2207713
MLS Listing,,Single Family Residential,660 Cambridge Rd,Redwood City,CA,94061,2498000,4,3.0,REDWOOD CITY,1980,12300,1960,6,1262,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/660-Cambridge-Rd-94061/home/1213072,MLSListings,ML81990117,N,Y,37.4578139,-122.2574594
MLS Listing,,Single Family Residential,1218 W Selby Ln,Redwood City,CA,94061,3995000,4,3.5,REDWOOD CITY,3066,8477,2025,8,1303,,Active,January-18-2025 01:00 PM,January-18-2025 03:00 PM,https://www.redfin.com/CA/Redwood-City/1218-W-Selby-Ln-94061/home/2057428,MLSListings,ML81989972,N,Y,37.4556397,-122.2213704
MLS Listing,,Other,0 Allen,Woodside,CA,94062,3999000,,,WOODSIDE,,918680,,8,,,Active,,,https://www.redfin.com/CA/Woodside/Allen-Rd-94062/home/171891595,MLSListings,ML81989854,N,Y,37.386099,-122.292418
MLS Listing,,Single Family Residential,1189 Virginia Ave,Redwood City,CA,94061,1999000,3,2.0,REDWOOD CITY,1460,6000,1949,8,1369,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/1189-Virginia-Ave-94061/home/1999410,MLSListings,ML81989793,N,Y,37.4661753,-122.2388716
MLS Listing,,Single Family Residential,1518 Stafford St,Redwood City,CA,94063,1350000,2,1.0,REDWOOD CITY,1005,5000,1944,11,1343,,Active,,,https://www.redfin.com/CA/Redwood-City/1518-Stafford-St-94063/home/1014876,MLSListings,ML81987721,N,Y,37.4922947,-122.241018
MLS Listing,,Single Family Residential,185 Harcross Rd,Woodside,CA,94062,4688000,4,3.0,WOODSIDE,3069,50530,1956,11,1528,18,Active,,,https://www.redfin.com/CA/Woodside/185-Harcross-Rd-94062/home/879508,MLSListings,ML81989450,N,Y,37.4527946,-122.2436803
MLS Listing,,Mobile/Manufactured Home,3015 E Bayshore Rd #143,Redwood City,CA,94063,279000,3,2.0,REDWOOD CITY,1080,,1997,12,258,,Active,January-19-2025 12:00 PM,January-19-2025 03:30 PM,https://www.redfin.com/CA/Redwood-City/3015-E-Bayshore-Rd-94063/unit-143/home/1187661,MLSListings,ML81988991,N,Y,37.4867158,-122.1966198
MLS Listing,,Condo/Co-op,504 Mendocino Way,Redwood City,CA,94065,1397000,3,2.5,Redwood City,1733,1178,1989,14,806,1020,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/504-Mendocino-Way-94065/home/1770847,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081463,N,Y,37.5359557,-122.2409611
MLS Listing,,Single Family Residential,33 Bear Glen Dr,Woodside,CA,94062,3498000,4,4.0,WOODSIDE,3120,280526,1991,14,1121,258,Active,,,https://www.redfin.com/CA/Woodside/33-Bear-Glen-Dr-94062/home/1259734,MLSListings,ML81989328,N,Y,37.4021936,-122.2923474
MLS Listing,,Mobile/Manufactured Home,3499 E Bayshore Rd #30,Redwood City,CA,94063,175000,1,1.0,REDWOOD CITY,600,,2006,14,292,,Active,January-18-2025 12:00 PM,January-18-2025 02:00 PM,https://www.redfin.com/CA/Redwood-City/3499-E-Bayshore-Rd-94063/unit-30/home/174028523,MLSListings,ML81989318,N,Y,37.4870011,-122.1905686
MLS Listing,,Vacant Land,2 El Vanada,Redwood City,CA,94062,1550000,,,REDWOOD CITY,,77875,,17,,,Active,,,https://www.redfin.com/CA/Redwood-City/2-El-Vanada-Rd-94062/home/190962077,MLSListings,ML81989154,N,Y,37.4770277,-122.2761136
MLS Listing,,Vacant Land,900 Godetia Dr,Woodside,CA,94062,1998000,,,WOODSIDE,,85813,,18,,,Active,,,https://www.redfin.com/CA/Woodside/900-Godetia-Dr-94062/home/179792236,MLSListings,ML81988992,N,Y,37.4522336,-122.2685401
MLS Listing,,Single Family Residential,553 3rd Ave,Redwood City,CA,94063,1150000,3,2.0,REDWOOD CITY,1160,5300,1930,20,991,,Active,,,https://www.redfin.com/CA/Redwood-City/553-3rd-Ave-94063/home/1268732,MLSListings,ML81989072,N,Y,37.4757716,-122.2048375
MLS Listing,,Vacant Land,0 Palomar Dr,Redwood City,CA,94062,598888,,,REDWOOD CITY,,9020,,21,,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/0-S-Palomar-Dr-94062/home/185769783,MLSListings,ML81989043,N,Y,37.479837,-122.2673932
MLS Listing,,Single Family Residential,3101 Waverly Ave,Redwood City,CA,94063,1598000,3,2.0,REDWOOD CITY,1630,6000,1940,29,980,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/3101-Waverly-Ave-94063/home/1434992,MLSListings,ML81987667,N,Y,37.4691822,-122.2080663
MLS Listing,,Single Family Residential,245 Heacox Rd,Woodside,CA,94062,3872000,5,5.0,WOODSIDE,5740,126324,1995,36,675,,Active,,,https://www.redfin.com/CA/Redwood-City/245-Heacox-Rd-94062/home/2055439,MLSListings,ML81988451,N,Y,37.3298065,-122.2034152
MLS Listing,,Mobile/Manufactured Home,3015 E Bayshore Rd #191,Redwood City,CA,94063,349000,3,2.0,REDWOOD CITY,1060,,1991,37,329,,Active,,,https://www.redfin.com/CA/Redwood-City/3015-E-Bayshore-Rd-94063/unit-191/home/1907253,MLSListings,ML81988319,N,Y,37.4871533,-122.1961169
MLS Listing,,Condo/Co-op,1458 Hudson St #116,Redwood City,CA,94061,712500,2,1.0,San Mateo County,980,1146,1970,38,727,838,Active,,,https://www.redfin.com/CA/Redwood-City/1458-Hudson-St-94061/unit-116/home/1628462,MetroList,424083819,N,Y,37.4696896,-122.2274924
MLS Listing,,Single Family Residential,627 Adams St,Redwood City,CA,94061,1000000,2,2.0,REDWOOD CITY,1060,3200,1937,47,943,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/627-Adams-St-94061/home/1991742,MLSListings,ML81987012,N,Y,37.4815251,-122.2309861
MLS Listing,,Single Family Residential,200 Star Hill Rd,Woodside,CA,94062,825000,3,2.0,WOODSIDE,2040,23760,1948,49,404,,Active,,,https://www.redfin.com/CA/Woodside/200-Star-Hill-Rd-94062/home/2020301,MLSListings,ML81987587,N,Y,37.422079,-122.3280974
MLS Listing,,Multi-Family (5+ Unit),1410 Hess Rd,Redwood City,CA,94061,3880000,10,9.0,REDWOOD CITY,5416,8625,1958,53,716,,Active,,,https://www.redfin.com/CA/Redwood-City/1410-Hess-Rd-94061/home/2054316,MLSListings,ML81987411,N,Y,37.4721659,-122.2262782
MLS Listing,,Single Family Residential,3502 Hoover St,Redwood City,CA,94063,1600000,6,5.0,Redwood City,2298,7400,1939,63,696,,Active,,,https://www.redfin.com/CA/Redwood-City/3502-Hoover-St-94063/home/1516126,MLSListings,ML81986772,N,Y,37.484181,-122.1898188
MLS Listing,,Single Family Residential,99 Irving Ave,Atherton,CA,94027,5580000,5,3.0,Atherton,3230,52037,1956,63,1728,3,Active,,,https://www.redfin.com/CA/Atherton/99-Irving-Ave-94027/home/1144845,MLSListings,ML81986688,N,Y,37.4763364,-122.1864524
MLS Listing,,Single Family Residential,46 Morse Ln,Redwood City,CA,94062,2300000,4,3.0,REDWOOD CITY,3110,53143,1967,74,740,,Active,,,https://www.redfin.com/CA/Redwood-City/46-Morse-Ln-94062/home/1754188,MLSListings,ML81985080,N,Y,37.3906679,-122.2710588
MLS Listing,,Condo/Co-op,2402 Hastings Shore Ln,Redwood City,CA,94065,998000,2,2.0,REDWOOD CITY,988,,1995,77,1010,635,Active,January-19-2025 01:00 PM,January-19-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/2402-Hastings-Shore-Ln-94065/home/1839662,MLSListings,ML81984194,N,Y,37.5237957,-122.2511229
MLS Listing,,Condo/Co-op,549 Shoal Cir,Redwood City,CA,94065,1050000,1,2.0,Redwood City,1323,,1992,80,794,489,Active,,,https://www.redfin.com/CA/Redwood-City/549-Shoal-Cir-94065/home/1628865,MLSListings,ML81985242,N,Y,37.5411733,-122.2352312
MLS Listing,,Single Family Residential,19600 Skyline Blvd,Woodside,CA,94062,12000000,4,3.5,WOODSIDE,4230,7101761,1983,84,2837,,Active,,,https://www.redfin.com/CA/Redwood-City/19600-Skyline-Blvd-94062/home/190189577,MLSListings,ML81984920,N,Y,37.3311578,-122.2116456
MLS Listing,,Multi-Family (2-4 Unit),2808 Devonshire Ave,Redwood City,CA,94063,899000,2,2.0,REDWOOD CITY,1134,3800,1951,86,793,,Active,,,https://www.redfin.com/CA/Redwood-City/2808-Devonshire-Ave-94063/home/1963674,MLSListings,ML81984675,N,Y,37.4719717,-122.2117319
MLS Listing,,Multi-Family (2-4 Unit),1503 Sierra St,Redwood City,CA,94061,2295000,5,4.0,REDWOOD CITY,3890,5980,1976,92,590,,Active,,,https://www.redfin.com/CA/Redwood-City/1503-Sierra-St-94061/home/1144624,MLSListings,ML81984005,N,Y,37.4654118,-122.2299955
MLS Listing,,Mobile/Manufactured Home,2053 East Bayshore Rd #29,Redwood City,CA,94063,325000,3,2.0,REDWOOD CITY,1096,,2001,100,297,,Active,January-18-2025 01:00 PM,January-18-2025 04:00 PM,https://www.redfin.com/CA/Redwood-City/2053-E-Bayshore-Rd-94063/unit-29/home/1993872,MLSListings,ML81982422,N,Y,37.4880369,-122.2016426
MLS Listing,,Townhouse,918 Woodside Rd #918,Redwood City,CA,94061,1650000,3,3.0,REDWOOD CITY,2055,13630,2023,100,803,612,Active,,,https://www.redfin.com/CA/Redwood-City/918-Woodside-Rd-94061/unit-918/home/193002823,MLSListings,ML81983145,N,Y,37.4647141,-122.2251157
MLS Listing,,Single Family Residential,12725 Old La Honda Rd,Woodside,CA,94062,1650000,0,,WOODSIDE,3000,110904,2019,114,550,,Active,,,https://www.redfin.com/CA/Redwood-City/12725-Old-La-Honda-Rd-94062/home/192763044,MLSListings,ML81981635,N,Y,37.3608946,-122.2585708
MLS Listing,,Vacant Land,0-250 Heacox Rd,Woodside,CA,94062,759845,,,WOODSIDE,,130680,,114,,,Active,,,https://www.redfin.com/CA/Woodside/250-Heacox-Rd-94062/home/148725003,MLSListings,ML81981564,N,Y,37.328203,-122.204802
MLS Listing,,Vacant Land,0-220 Heacox Rd,Woodside,CA,94062,799845,,,WOODSIDE,,191664,,114,,,Active,,,https://www.redfin.com/CA/Redwood-City/220-Heacox-Rd-94062/home/187224411,MLSListings,ML81981563,N,Y,37.3293953,-122.206162
MLS Listing,,Single Family Residential,523 Hillside Rd,Redwood City,CA,94062,3000000,4,3.0,REDWOOD CITY,1480,39000,1966,116,2027,,Active,January-18-2025 01:30 PM,January-18-2025 04:30 PM,https://www.redfin.com/CA/Redwood-City/523-Hillside-Rd-94062/home/829557,MLSListings,ML81981264,N,Y,37.4707073,-122.2611517
MLS Listing,,Multi-Family (2-4 Unit),1120 Davis St,Redwood City,CA,94061,1528000,5,3.0,REDWOOD CITY,2887,5700,1954,123,529,,Active,,,https://www.redfin.com/CA/Redwood-City/1120-Davis-St-94061/home/2055247,MLSListings,ML81978831,N,Y,37.4749846,-122.22973
MLS Listing,,Vacant Land,000 Purisima Rd,Woodside,CA,94062,159000,,,WOODSIDE,,87500,,133,,,Active,,,https://www.redfin.com/CA/Unknown/Purisima-Rd-94062/home/192406103,MLSListings,ML81979482,N,Y,37.4449924,-122.3394921
MLS Listing,,Mobile/Manufactured Home,3015 E Bayshore Rd #211,Redwood City,CA,94063,299000,3,2.0,REDWOOD CITY,983,,2004,134,304,,Active,,,https://www.redfin.com/CA/Redwood-City/3015-E-Bayshore-Rd-94063/unit-211/home/2100539,MLSListings,ML81979267,N,Y,37.4867158,-122.1966198
MLS Listing,,Single Family Residential,67 Oakwood Dr,Redwood City,CA,94061,1590000,3,2.5,REDWOOD CITY,1640,2294,2007,135,970,,Active,,,https://www.redfin.com/CA/Redwood-City/67-Oakwood-Dr-94061/home/17307637,MLSListings,ML81978031,N,Y,37.4693543,-122.2141954
MLS Listing,,Vacant Land,0 Lilac Ave,Woodside,CA,94062,25000,,,Woodside,3000,3000,,136,8,,Active,,,https://www.redfin.com/CA/Redwood-City/Lilac-AVE-Unknown/home/188090154,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41071813,N,Y,37.435822,-122.330732
MLS Listing,,Single Family Residential,1552 Jefferson Ave,Redwood City,CA,94062,2748000,5,3.0,REDWOOD CITY,2700,6750,1930,155,1018,,Active,January-18-2025 12:00 PM,January-18-2025 02:00 PM,https://www.redfin.com/CA/Redwood-City/1552-Jefferson-Ave-94062/home/1864224,MLSListings,ML81976783,N,Y,37.4791804,-122.2349278
MLS Listing,,Mobile/Manufactured Home,3015 E Bayshore Rd #206,Redwood City,CA,94063,339000,3,2.0,REDWOOD CITY,1000,,2019,172,339,,Active,,,https://www.redfin.com/CA/Redwood-City/3015-E-Bayshore-Rd-94063/unit-206/home/172818064,MLSListings,ML81974814,N,Y,37.4867158,-122.1966198
MLS Listing,,Single Family Residential,1851 Tunitas Creek Rd,Half Moon Bay,CA,94019,3175000,3,2.5,HALF MOON BAY,2900,879041,1986,192,1095,,Active,,,https://www.redfin.com/CA/Half-Moon-Bay/1851-Tunitas-Creek-Rd-94019/home/113819413,MLSListings,ML81947740,N,Y,37.3745187,-122.3735612
MLS Listing,,Other,746 Tunitas Creek Rd,Half Moon Bay,CA,94019,3436400,3,2.0,HALF MOON BAY,1608,3858980,1901,200,2137,,Active,,,https://www.redfin.com/CA/Half-Moon-Bay/746-Tunitas-Creek-Rd-94019/home/23473629,MLSListings,ML81970356,N,Y,37.3645907,-122.3890943
MLS Listing,,Other,4 El Vanada Rd,Redwood City,CA,94062,1600000,,,Redwood City,,78658,,233,,,Active,,,https://www.redfin.com/CA/Redwood-City/4-El-Vanada-Rd-94062/home/190962078,MLSListings,ML81967508,N,Y,37.4770277,-122.2761136
MLS Listing,,Single Family Residential,450 King St,Redwood City,CA,94062,4300000,4,3.0,REDWOOD CITY,5092,9750,1924,287,844,,Active,,,https://www.redfin.com/CA/Redwood-City/450-King-St-94062/home/1268123,MLSListings,ML81960307,N,Y,37.4770004,-122.2408815
MLS Listing,,Vacant Land,758 Loma,Redwood City,CA,94062,549000,,,REDWOOD CITY,,11000,,296,,,Active,,,https://www.redfin.com/CA/Redwood-City/758-Loma-Ct-94062/home/177275337,MLSListings,ML81959106,N,Y,37.4810812,-122.2713344
MLS Listing,,Vacant Land,5 El Vanada Rd,Redwood City,CA,94062,1475000,,,REDWOOD CITY,,57343,,353,,,Active,,,https://www.redfin.com/CA/Redwood-City/5-El-Vanada-Rd-94062/home/21885357,MLSListings,ML81952882,N,Y,37.4773698,-122.2757732
MLS Listing,,Vacant Land,00 Canyon,Redwood City,CA,94062,500000,,,REDWOOD CITY,,17550,,380,,,Active,,,https://www.redfin.com/CA/Redwood-City/0-Canyon-Ln-94062/home/189067626,MLSListings,ML81950537,N,Y,37.4677876,-122.2565935
MLS Listing,,Single Family Residential,1243 Woodside Rd,Redwood City,CA,94061,2000000,3,2.0,REDWOOD CITY,1510,10800,1948,400,1325,,Active,,,https://www.redfin.com/CA/Redwood-City/1243-Woodside-Rd-94061/home/1060326,MLSListings,ML81945212,N,Y,37.4584736,-122.226427
