SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Townhouse,5610 Caprice Cmn,Fremont,CA,94538,730000,2,2.0,CA BLOSSOM,850,79731,1994,3,859,420,Active,,,https://www.redfin.com/CA/Fremont/5610-Caprice-Cmn-94538/home/1698381,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082769,N,Y,37.5242016,-121.9857446
MLS Listing,,Condo/Co-op,3768 Capitol Ave Unit 417B,Fremont,CA,94538,798900,2,2.0,Fremont,1109,,2019,3,720,760,Active,,,https://www.redfin.com/CA/Fremont/3768-Capitol-Ave-94538/unit-417B/home/168824356,MLSListings,ML81990783,N,Y,37.548848,-121.985365
MLS Listing,,Condo/Co-op,197 E Warren Cmn,Fremont,CA,94539,799000,3,2.0,WARM SPRINGS,1204,100651,1982,3,664,564,Active,,,https://www.redfin.com/CA/Fremont/197-E-Warren-Ave-94539/home/124769698,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082755,N,Y,37.4877969,-121.9258588
MLS Listing,,Single Family Residential,217 Scotia Ct,Fremont,CA,94539,2899000,4,3.0,MISSION FREMONT,2703,9555,1989,4,1073,,Active,,,https://www.redfin.com/CA/Fremont/217-Scotia-Ct-94539/home/588226,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081067,N,Y,37.5200222,-121.919266
MLS Listing,,Single Family Residential,705 Ondina Dr,Fremont,CA,94539,2799000,4,2.0,MISSION FREMONT,2093,7700,1977,4,1337,,Active,,,https://www.redfin.com/CA/Fremont/705-Ondina-Dr-94539/home/1118386,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082724,N,Y,37.5484396,-121.9462189
MLS Listing,,Condo/Co-op,38500 Paseo Padre Pkwy #306,Fremont,CA,94536,599000,2,1.0,Fremont,950,185282,1970,4,631,550,Active,,,https://www.redfin.com/CA/Fremont/38500-Paseo-Padre-Pkwy-94536/unit-306/home/1061614,San Francisco MLS,425003790,N,Y,37.5575093,-121.9872662
MLS Listing,,Vacant Land,,Fremont,CA,94538,399000,,,,3000,3000,,4,133,,Active,,,https://www.redfin.com/CA/Fremont/Undisclosed-address-94538/home/194336881,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082692,N,Y,37.523,-121.968
MLS Listing,,Single Family Residential,38011 Temple Way,Fremont,CA,94536,1899000,5,3.0,PARKMONT,2492,10572,1954,4,762,,Active,,,https://www.redfin.com/CA/Fremont/38011-Temple-Way-94536/home/1392755,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082661,N,Y,37.5647164,-121.9882089
MLS Listing,,Single Family Residential,4400 Inyo Ct,Fremont,CA,94538,1650000,5,2.0,SUNDALE,1948,6590,1961,4,847,,Active,,,https://www.redfin.com/CA/Fremont/4400-Inyo-Ct-94538/home/1057246,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082416,N,Y,37.5413331,-121.9877516
MLS Listing,,Townhouse,3600 Braxton Cmn,Fremont,CA,94538,1028000,2,2.5,FREMONT,1174,730,2000,4,876,295,Active,,,https://www.redfin.com/CA/Fremont/3600-Braxton-Cmn-94538/home/1120417,MLSListings,ML81990600,N,Y,37.545761,-121.976305
MLS Listing,,Condo/Co-op,38228 Paseo Padre Pkwy #9,Fremont,CA,94536,449000,1,1.0,PASEO PADRE,750,74820,1970,5,599,502,Active,,,https://www.redfin.com/CA/Fremont/38228-Paseo-Padre-Pkwy-94536/unit-9/home/1541673,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082540,N,Y,37.5583904,-121.990087
MLS Listing,,Single Family Residential,37877 Blacow Rd,Fremont,CA,94536,1599900,3,2.0,GLENMOOR,1615,7418,1958,5,991,36,Active,,,https://www.redfin.com/CA/Fremont/37877-Blacow-Rd-94536/home/1056363,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082539,N,Y,37.5424266,-122.010942
MLS Listing,,Single Family Residential,4989 Mayfield Dr,Fremont,CA,94536,1549950,3,3.0,GLENMOOR,1744,8914,1954,5,889,36,Active,,,https://www.redfin.com/CA/Fremont/4989-Mayfield-Dr-94536/home/1055790,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082537,N,Y,37.5398596,-122.0044941
MLS Listing,,Single Family Residential,32728 Shaver Lake St,Fremont,CA,94555,1938000,4,2.5,FREMONT,1889,5415,1977,5,1026,,Active,January-20-2025 11:00 AM,January-20-2025 01:00 PM,https://www.redfin.com/CA/Fremont/32728-Shaver-Lake-St-94555/home/1132749,MLSListings,ML81990541,N,Y,37.5890735,-122.0559664
MLS Listing,,Single Family Residential,45640 Parkmeadow Ct,Fremont,CA,94539,1828000,3,2.0,WEIBEL,1504,12103,1986,5,1215,,Active,,,https://www.redfin.com/CA/Fremont/45640-Parkmeadow-Ct-94539/home/1096062,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081140,N,Y,37.500363,-121.9269852
MLS Listing,,Single Family Residential,3055 Beard Rd,Fremont,CA,94555,1325000,3,2.5,NORTH GATE,1406,6001,1986,5,942,,Active,,,https://www.redfin.com/CA/Fremont/3055-Beard-Rd-94555/home/1149446,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082455,N,Y,37.585279,-122.0404391
MLS Listing,,Townhouse,43354 Banda Ter,Fremont,CA,94539,1588000,3,2.5,ANTELOPE HILLS,1768,1745,1985,5,898,575,Active,,,https://www.redfin.com/CA/Fremont/43354-Banda-Ter-94539/home/1518957,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082450,N,Y,37.525494,-121.935539
MLS Listing,,Single Family Residential,37368 Normandy Ter,Fremont,CA,94536,1495000,4,2.5,PERALTA,1631,3713,1997,5,917,128,Active,,,https://www.redfin.com/CA/Fremont/37368-Normandy-Ter-94536/home/1683140,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081579,N,Y,37.5535268,-122.0108329
MLS Listing,,Condo/Co-op,39029 Guardino Dr #224,Fremont,CA,94538,699000,2,2.0,Fremont,1053,,1987,5,664,656,Active,,,https://www.redfin.com/CA/Fremont/39029-Guardino-Dr-94538/unit-224/home/1755078,MLSListings,ML81990479,N,Y,37.558477,-121.9717128
MLS Listing,,Townhouse,44669 Wisdom Rd,Fremont,CA,94538,1568000,4,3.5,FREMONT,2112,,2022,5,742,340,Active,,,https://www.redfin.com/CA/Fremont/44669-Wisdom-Rd-94538/home/182568347,MLSListings,ML81990450,N,Y,37.503907,-121.946365
MLS Listing,,Condo/Co-op,3475 Deerwood Ter #304,Fremont,CA,94536,535000,2,1.0,FREMONT,936,,1986,5,572,698,Active,,,https://www.redfin.com/CA/Fremont/3475-Deerwood-Ter-94536/unit-304/home/1065744,MLSListings,ML81988224,N,Y,37.5626729,-122.005485
MLS Listing,,Condo/Co-op,47069 Benns Ter #33,Fremont,CA,94539,659000,2,2.0,WARM SPRINGS,926,1896,1987,6,712,415,Active,,,https://www.redfin.com/CA/Fremont/47069-Benns-Ter-94539/unit-33/home/1690881,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41082384,N,Y,37.487384,-121.923973
MLS Listing,,Condo/Co-op,3402 Pinewood Ter #212,Fremont,CA,94536,399900,1,1.0,FREMONT,714,,1986,6,560,680,Active,,,https://www.redfin.com/CA/Fremont/3402-Pinewood-Ter-94536/unit-212/home/1959072,MLSListings,ML81990442,N,Y,37.5632753,-122.0062444
MLS Listing,,Single Family Residential,39061 Applegate Ter,Fremont,CA,94536,1588000,3,2.5,FREMONT,1474,5050,1989,7,1077,101,Active,,,https://www.redfin.com/CA/Fremont/39061-Applegate-Ter-94536/home/2033123,MLSListings,ML81990333,N,Y,37.562105,-121.9680803
MLS Listing,,Townhouse,658 Praderia Cir,Fremont,CA,94539,1427888,2,2.5,MISSION SAN JOSE,1656,3150,1988,11,862,475,Active,January-20-2025 03:00 PM,January-20-2025 05:00 PM,https://www.redfin.com/CA/Fremont/658-Praderia-Cir-94539/home/1948908,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081959,N,Y,37.5200143,-121.9237544
MLS Listing,,Condo/Co-op,5167 Fairbanks Cmn,Fremont,CA,94555,878000,2,2.0,FREMONT,1100,,1989,11,798,360,Active,,,https://www.redfin.com/CA/Fremont/5167-Fairbanks-Cmn-94555/home/1147783,MLSListings,ML81989921,N,Y,37.5612064,-122.0502589
MLS Listing,,Townhouse,39311 Del Oro Terraza,Fremont,CA,94538,1165000,3,3.0,FREMONT,1698,,2001,11,686,505,Active,,,https://www.redfin.com/CA/Fremont/39311-Del-Oro-Terraza-94538/home/1538089,MLSListings,ML81989912,N,Y,37.5584008,-121.9661405
MLS Listing,,Single Family Residential,3068 Reynolds Ct,Fremont,CA,94536,1600000,4,2.5,BROOKVALE,1980,4449,1972,11,808,,Active,,,https://www.redfin.com/CA/Fremont/3068-Reynolds-Ct-94536/home/1066627,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081910,N,Y,37.5662683,-122.0057558
MLS Listing,,Single Family Residential,4420 Bidwell Dr,Fremont,CA,94538,1299000,4,2.0,SUNDALE,1427,6600,1963,11,910,,Active,,,https://www.redfin.com/CA/Fremont/4420-Bidwell-Dr-94538/home/1664366,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081911,N,Y,37.5392397,-121.9823867
MLS Listing,,Condo/Co-op,45258 Tom Blalock St #403,Fremont,CA,94539,1080000,2,2.5,Not Listed,1608,,2020,11,672,780,Active,,,https://www.redfin.com/CA/Fremont/45258-Tom-Blalock-St-94539/unit-403/home/172860131,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081875,N,Y,37.5037974,-121.9334475
MLS Listing,,Townhouse,4546 Bartolo Ter,Fremont,CA,94536,768800,3,1.5,RANCHO CORONADO,1166,968,1971,12,659,360,Active,,,https://www.redfin.com/CA/Fremont/4546-Bartolo-Ter-94536/home/896858,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081844,N,Y,37.5555444,-122.0179399
MLS Listing,,Condo/Co-op,5677 Pandorea Ter,Newark,CA,94560,1125000,3,3.0,NEWARK,1503,37762,2017,12,749,295,Active,,,https://www.redfin.com/CA/Newark/5677-Pandorea-Ter-94560/home/143117422,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081830,N,Y,37.5302367,-122.005247
MLS Listing,,Townhouse,43509 Ocaso Corte,Fremont,CA,94539,1749888,3,2.5,MISSION FREMONT,2058,1769,1979,12,850,575,Active,,,https://www.redfin.com/CA/Fremont/43509-Ocaso-Corte-94539/home/1895528,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081152,N,Y,37.5256802,-121.9315117
MLS Listing,,Townhouse,4064 Marshall Ter,Fremont,CA,94536,999888,2,2.5,FREMONT,1228,1468,1986,12,814,365,Active,,,https://www.redfin.com/CA/Fremont/4064-Marshall-Ter-94536/home/1899190,MLSListings,ML81989504,N,Y,37.5669792,-122.0269735
MLS Listing,,Condo/Co-op,49080 Meadowfaire Cmn #304,Fremont,CA,94539,849500,2,2.0,MAYFAIR PARK,1114,17874,2004,12,763,280,Active,,,https://www.redfin.com/CA/Fremont/49080-Meadowfaire-Cmn-94539/unit-304/home/2112576,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081772,N,Y,37.4611185,-121.9134123
MLS Listing,,Single Family Residential,358 Wheat Grass Ter,Fremont,CA,94539,1698000,4,2.5,FREMONT,1785,2008,2010,12,951,103,Active,,,https://www.redfin.com/CA/Fremont/358-Wheat-Grass-Ter-94539/home/22682914,MLSListings,ML81987367,N,Y,37.4612243,-121.9148727
MLS Listing,,Single Family Residential,1190 Adler Ct,Fremont,CA,94536,1750000,3,2.0,Fremont,1843,6179,1980,12,950,,Active,,,https://www.redfin.com/CA/Fremont/1190-Adler-Ct-94536/home/1214413,MLSListings,ML81989458,N,Y,37.5646999,-121.9794203
MLS Listing,,Condo/Co-op,5029 Shalimar Cir,Fremont,CA,94555,799000,2,2.0,FREMONT,934,,1987,13,855,335,Active,,,https://www.redfin.com/CA/Fremont/5029-Shalimar-Cir-94555/home/1445277,MLSListings,ML81989675,N,Y,37.5631212,-122.0481297
MLS Listing,,Condo/Co-op,39935 Parada St Unit B,Newark,CA,94560,699000,2,2.0,waterfdnrt,1301,,1984,13,537,466,Active,January-26-2025 12:00 PM,January-26-2025 03:00 PM,https://www.redfin.com/CA/Newark/39935-Parada-St-94560/unit-B/home/1158155,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41080648,N,Y,37.5154985,-121.9952
MLS Listing,,Condo/Co-op,252 Sequim Cmn,Fremont,CA,94539,698000,2,2.0,WARM SPRINGS,897,16756,1985,13,778,474,Active,,,https://www.redfin.com/CA/Fremont/252-Sequim-Cmn-94539/home/534043,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081667,N,Y,37.4900475,-121.9257385
MLS Listing,,Single Family Residential,39519 Stevenson Pl,Fremont,CA,94539,1495000,3,3.5,FREMONT,1660,1191,2018,14,901,160,Active,,,https://www.redfin.com/CA/Fremont/39519-Stevenson-Pl-94539/home/144899373,MLSListings,ML81989489,N,Y,37.559534,-121.957665
MLS Listing,,Condo/Co-op,39109 Guardino Dr #239,Fremont,CA,94538,575000,2,1.0,Not Listed,857,266122,1987,14,671,623,Active,,,https://www.redfin.com/CA/Fremont/39109-Guardino-Dr-94538/unit-239/home/1538217,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081568,N,Y,37.5581362,-121.9713503
MLS Listing,,Condo/Co-op,47144 Male Ter #83,Fremont,CA,94539,698000,2,2.0,WARM SPRINGS,894,17930,1987,15,781,415,Active,,,https://www.redfin.com/CA/Fremont/47144-Male-Ter-94539/unit-83/home/1103314,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081526,N,Y,37.486531,-121.922537
MLS Listing,,Condo/Co-op,38228 Paseo Padre Pkwy #24,Fremont,CA,94536,599000,2,2.0,FREMONT,933,,1970,16,642,584,Active,,,https://www.redfin.com/CA/Fremont/38228-Paseo-Padre-Pkwy-94536/unit-24/home/1063324,MLSListings,ML81989406,N,Y,37.5583904,-121.990087
MLS Listing,,Condo/Co-op,39078 Guardino Dr #110,Fremont,CA,94538,475000,1,1.0,FREMONT,693,,1990,17,685,511,Active,,,https://www.redfin.com/CA/Fremont/39078-Guardino-Dr-94538/unit-110/home/22727491,MLSListings,ML81988879,N,Y,37.5588757,-121.9704784
MLS Listing,,Condo/Co-op,37311 Aspenwood Cmn #103,Fremont,CA,94536,499000,2,2.0,MEADOWBROOK,990,355,1985,18,504,691,Active,,,https://www.redfin.com/CA/Fremont/37311-Aspenwood-Cmn-94536/unit-103/home/1066965,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081355,N,Y,37.5610624,-122.0048561
MLS Listing,,Single Family Residential,2100 Castillejo Way,Fremont,CA,94539,2898000,5,2.5,MISSION FREMONT,2633,8477,1979,18,1101,,Active,,,https://www.redfin.com/CA/Fremont/2100-Castillejo-Way-94539/home/1106643,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41081136,N,Y,37.5302765,-121.9393408
MLS Listing,,Condo/Co-op,45128 Warm Springs Blvd #251,Fremont,CA,94539,999888,2,2.0,WARM SPRINGS,1275,,2021,19,784,679,Active,,,https://www.redfin.com/CA/Fremont/45128-Warm-Springs-Blvd-94539/unit-251/home/168827884,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41080030,N,Y,37.5034721,-121.9364904
MLS Listing,,Single Family Residential,6700 Mill Creek Rd,Fremont,CA,94539,3998000,5,3.0,MISSION SAN JOSE,4045,314503,1984,30,988,,Active,,,https://www.redfin.com/CA/Fremont/6700-Mill-Creek-Rd-94539/home/1952333,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41080781,N,Y,37.5255262,-121.8919859
MLS Listing,,Condo/Co-op,45378 Tom Blalock St #208,Fremont,CA,94539,950000,2,2.0,Fremont,1265,29811,2021,40,751,735,Active,,,https://www.redfin.com/CA/Fremont/45378-Tom-Blalock-St-94539/unit-208/home/172860363,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41080519,N,Y,37.5025776,-121.932099
MLS Listing,,Single Family Residential,35978 Green St,Union City,CA,94587,1895000,4,2.5,Not Listed,2250,4513,2006,40,842,,Active,,,https://www.redfin.com/CA/Union-City/35978-Green-St-94587/home/12114641,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41080490,N,Y,37.586556,-122.0068882
MLS Listing,,Multi-Family (2-4 Unit),43110 Starr St,Fremont,CA,94539,2999000,10,8.0,FREMONT,5660,9330,1973,42,530,,Active,,,https://www.redfin.com/CA/Fremont/43110-Starr-St-94539/home/1080526,MLSListings,ML81988226,N,Y,37.5359215,-121.9242422
MLS Listing,,Condo/Co-op,37466 Parish Cir Unit 19H,Fremont,CA,94536,639900,2,2.0,FREMONT,942,,1989,47,679,360,Active,,,https://www.redfin.com/CA/Fremont/37466-Parish-Cir-94536/unit-19H/home/1067751,MLSListings,ML81987858,N,Y,37.5605469,-122.0037766
MLS Listing,,Condo/Co-op,37486 Parish Cir Unit 19A,Fremont,CA,94536,659000,2,2.0,FREMONT,942,,1989,47,700,360,Active,,,https://www.redfin.com/CA/Fremont/37486-Parish-Cir-94536/unit-19A/home/563138,MLSListings,ML81984111,N,Y,37.5605166,-122.0039255
MLS Listing,,Condo/Co-op,44725 Old Warm Springs Blvd #205,Fremont,CA,94538,1050000,2,2.0,FREMONT,1336,,2024,48,786,568,Active,,,https://www.redfin.com/CA/Fremont/44725-Old-Warm-Springs-Blvd-94538/unit-205/home/188570823,MLSListings,ML81987772,N,Y,37.5051709,-121.94475
MLS Listing,,Condo/Co-op,39997 Cedar Blvd #147,Newark,CA,94560,599998,2,2.0,NEWARK,1071,1071,1985,48,560,514,Active,,,https://www.redfin.com/CA/Newark/39997-Cedar-Blvd-94560/unit-147/home/1158432,MLSListings,ML81987737,N,Y,37.5176603,-121.9929075
MLS Listing,,Condo/Co-op,1995 Barrymore Cmn Unit H,Fremont,CA,94538,585000,2,1.0,Fremont Villas,882,225193,1981,50,663,598,Active,,,https://www.redfin.com/CA/Fremont/1995-Barrymore-Cmn-94538/unit-H/home/1443310,BAREIS,324091246,N,Y,37.5541026,-121.9709178
MLS Listing,,Condo/Co-op,38625 Country Cmn,Fremont,CA,94536,670000,2,2.0,Fremont,1003,,1979,51,668,439,Active,,,https://www.redfin.com/CA/Fremont/38625-Country-Cmn-94536/home/740586,MLSListings,ML81987616,N,Y,37.553628,-121.988421
MLS Listing,,Single Family Residential,2465 Tecado Ter,Fremont,CA,94539,8498000,6,8.0,MISSION SAN JOSE,12075,900821,1993,54,704,,Active,,,https://www.redfin.com/CA/Fremont/2465-Tecado-Ter-94539/home/1077936,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41077658,N,Y,37.5652742,-121.9219473
MLS Listing,,Condo/Co-op,34387 Enea Ter,Fremont,CA,94555,429000,1,1.0,FREMONT,453,,1983,54,947,310,Active,,,https://www.redfin.com/CA/Fremont/34387-Enea-Ter-94555/home/1143295,MLSListings,ML81987511,N,Y,37.5750465,-122.0428727
MLS Listing,,Single Family Residential,43667 Southerland Way,Fremont,CA,94539,2550000,4,3.0,INVERNESS RIDGE,2308,8957,1988,66,1105,72,Active,,,https://www.redfin.com/CA/Fremont/43667-Southerland-Way-94539/home/1542195,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41079110,N,Y,37.5205387,-121.9331679
MLS Listing,,Single Family Residential,5129 Curtis St,Fremont,CA,94538,1858000,4,2.0,BLACOW,1302,6720,1961,66,1427,,Active,,,https://www.redfin.com/CA/Fremont/5129-Curtis-St-94538/home/1788089,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41079111,N,Y,37.5221372,-121.9793045
MLS Listing,,Condo/Co-op,39975 Cedar Blvd #242,Newark,CA,94560,599998,2,2.0,NEWARK,1071,,1985,69,560,540,Active,,,https://www.redfin.com/CA/Newark/39975-Cedar-Blvd-94560/unit-242/home/1899474,MLSListings,ML81986458,N,Y,37.5178382,-121.9919384
MLS Listing,,Single Family Residential,40431 Blanchard St,Fremont,CA,94538,1599000,3,1.0,IRVINGTON,1350,5000,1954,74,1184,,Active,,,https://www.redfin.com/CA/Fremont/40431-Blanchard-St-94538/home/1796365,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41078414,N,Y,37.5367215,-121.9681842
MLS Listing,,Townhouse,37856 Bright Cmn,Fremont,CA,94536,1350000,3,2.5,FREMONT,1717,2246,1977,83,786,360,Active,,,https://www.redfin.com/CA/Fremont/37856-Bright-Cmn-94536/home/1061878,MLSListings,ML81985243,N,Y,37.5607054,-121.9953188
MLS Listing,,Condo/Co-op,34660 Tabu Ter,Fremont,CA,94555,799000,2,2.0,ARDENWOOD AREA,934,138956,1987,85,855,335,Active,,,https://www.redfin.com/CA/Fremont/34660-Tabu-Ter-94555/home/1319181,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41077590,N,Y,37.5634923,-122.0484858
MLS Listing,,Condo/Co-op,2623 Copa Del Oro Dr,Union City,CA,94587,580000,2,2.0,VILLA DE ORO,908,33401,1986,87,639,550,Active,,,https://www.redfin.com/CA/Union-City/2623-Copa-del-Oro-Dr-94587/home/1024552,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41077473,N,Y,37.5894979,-122.0380176
MLS Listing,,Condo/Co-op,38500 Paseo Padre Pkwy #215,Fremont,CA,94536,575000,2,1.0,PARKMONT,950,185282,1970,95,605,548,Active,,,https://www.redfin.com/CA/Fremont/38500-Paseo-Padre-Pkwy-94536/unit-215/home/1858105,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41076780,N,Y,37.5575093,-121.9872662
MLS Listing,,Townhouse,43674 Ellsworth St #2,Fremont,CA,94539,999999,2,2.0,MISSION,1068,15383,1994,100,936,330,Active,January-20-2025 01:00 PM,January-20-2025 04:00 PM,https://www.redfin.com/CA/Fremont/43674-Ellsworth-St-94539/unit-2/home/1697557,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41076248,N,Y,37.5263973,-121.9190493
